PLoS_One_ID	AGI	length	DM
At_F0354	AT2G44130.1	410	Kelch_1|1.7e-06|141-185
At_F0354	AT2G44130.1	410	Kelch_1|1.1e-11|193-234
At_F0354	AT2G44130.1	410	Kelch_6|0.063|243-284
At_F0354	AT2G44130.1	410	fn2|0.35|303-323
At_F0355	AT4G17200.1	382	AO_FBX|1.3e-10|2-40
At_F0355	AT4G17200.1	382	F-box|5.2e-07|3-39
At_F0355	AT4G17200.1	382	FBA_1|4.6e-57|190-377
At_F0356	AT5G52460.1	370	AO_FBX|6e-12|15-58
At_F0356	AT5G52460.1	370	F-box|3.5e-05|19-54
At_F0356	AT5G52460.1	370	LRR_2|8.9e-06|132-156
At_F0356	AT5G52460.1	370	FBD|3.7e-14|280-323
At_F0357	AT1G51550.1	479	AO_FBX|3.5e-07|18-66
At_F0357	AT1G51550.1	479	F-box-like|2.5e-07|21-65
At_F0357	AT1G51550.1	479	Kelch_6|0.018|122-168
At_F0357	AT1G51550.1	479	Kelch_4|5.7e-06|176-207
At_F0357	AT1G51550.1	479	Kelch_4|1.5e-09|233-287
At_F0357	AT1G51550.1	479	Kelch_4|1.3e-08|288-325
At_F0357	AT1G51550.1	479	Kelch_4|0.00033|348-385
At_F0357	AT1G51550.1	479	Kelch_5|0.59|414-438
At_F0358	AT3G23955.2	445	AO_FBX|9e-08|61-99
At_F0358	AT3G23955.2	445	F-box|2e-05|61-94
At_F0358	AT3G23955.2	445	RMI2|0.31|207-256
At_F0358	AT3G23955.2	445	ANF_receptor|0.084|296-350
At_F0358	AT3G23955.2	445	FBD|1.8e-15|370-414
At_F0359	AT1G49990.1	431	AO_FBX|6.2e-09|13-48
At_F0359	AT1G49990.1	431	F-box|2e-06|13-45
At_F0359	AT1G49990.1	431	DUF1122|0.16|114-149
At_F0360	AT2G02230.1	337	AO_FBX|3.3e-07|30-77
At_F0360	AT2G02230.1	337	F-box|8.5e-06|32-74
At_F0360	AT2G02230.1	337	PP2|5.7e-56|122-332
At_F0361	AT2G43440.1	402	AO_FBX|7.7e-08|15-53
At_F0361	AT2G43440.1	402	F-box|5.7e-07|15-49
At_F0361	AT2G43440.1	402	FBA_1|7.9e-07|194-297
At_F0362	AT3G54480.1	275	AO_FBX|1e-10|33-81
At_F0362	AT3G54480.1	275	F-box-like|2.7e-08|42-80
At_F0363	AT5G38396.1	463	AO_FBX|2.4e-10|3-49
At_F0363	AT5G38396.1	463	F-box|1.1e-05|6-39
At_F0363	AT5G38396.1	463	LRR_2|0.3|167-184
At_F0363	AT5G38396.1	463	FBD|0.0014|390-422
At_F0364	AT1G13570.1	417	AO_FBX|1.1e-09|4-44
At_F0364	AT1G13570.1	417	F-box|1.8e-05|8-40
At_F0364	AT1G13570.1	417	LRR_2|0.019|157-180
At_F0364	AT1G13570.1	417	FBD|5.3e-05|348-382
At_F0365	AT2G32560.1	372	F-box|1.5e-05|60-105
At_F0365	AT2G32560.1	372	AO_FBX|0.00011|63-110
At_F0366	AT3G59170.1	474	AO_FBX|5.5e-13|3-54
At_F0366	AT3G59170.1	474	F-box|3.7e-06|12-43
At_F0366	AT3G59170.1	474	LRR_2|2e-08|186-212
At_F0366	AT3G59170.1	474	DED|0.95|402-438
At_F0367	AT5G22791.2	356	AO_FBX|2.3e-08|21-63
At_F0367	AT5G22791.2	356	F-box|0.0017|21-60
At_F0367	AT5G22791.2	356	DUF3794|0.14|169-208
At_F0367	AT5G22791.2	356	FBA_3|4.4e-24|179-293
At_F0367	AT5G22791.2	356	PSY3|0.05|252-323
At_F0368	AT1G48060.1	246	AO_FBX|3.5e-10|24-66
At_F0368	AT1G48060.1	246	F-box|8.3e-06|24-62
At_F0368	AT1G48060.1	246	FBA_3|0.053|225-238
At_F0369	AT1G56400.1	480	AO_FBX|1.5e-08|12-54
At_F0369	AT1G56400.1	480	F-box|7.5e-05|14-53
At_F0369	AT1G56400.1	480	PhageP22-tail|0.24|188-236
At_F0369	AT1G56400.1	480	FBD|0.016|399-426
At_F0370	AT5G44980.2	436	AO_FBX|1.9e-09|4-46
At_F0370	AT5G44980.2	436	F-box|0.00016|6-42
At_F0370	AT5G44980.2	436	LRR_2|0.0049|154-180
At_F0370	AT5G44980.2	436	FBD|1.2e-14|361-403
At_F0371	AT1G47810.1	352	AO_FBX|2e-08|10-56
At_F0371	AT1G47810.1	352	F-box|0.00011|14-54
At_F0371	AT1G47810.1	352	OLF|0.085|220-273
At_F0371	AT1G47810.1	352	FBA_3|3.2e-24|232-348
At_F0372	AT1G52650.1	466	AO_FBX|3.8e-10|2-44
At_F0372	AT1G52650.1	466	F-box|2.8e-05|4-38
At_F0372	AT1G52650.1	466	LRR_8|0.084|289-328
At_F0372	AT1G52650.1	466	FBD|0.00082|384-416
At_F0373	AT2G15640.1	427	AO_FBX|4.9e-11|6-47
At_F0373	AT2G15640.1	427	F-box|8.1e-05|8-46
At_F0373	AT2G15640.1	427	FBA_3|6.4e-27|216-364
At_F0374	AT3G24610.1	376	F-box|1.2e-06|28-71
At_F0374	AT3G24610.1	376	AO_FBX|2.5e-06|28-73
At_F0374	AT3G24610.1	376	Kelch_1|0.68|110-124
At_F0374	AT3G24610.1	376	Kelch_1|2.8e-06|126-167
At_F0375	AT1G32430.1	381	F-box|1.7e-05|6-41
At_F0375	AT1G32430.1	381	AO_FBX|2.6e-11|7-48
At_F0375	AT1G32430.1	381	FBA_1|5.5e-30|205-339
At_F0376	AT3G25550.1	180	AO_FBX|5.3e-09|22-54
At_F0376	AT3G25550.1	180	F-box|3.6e-06|22-56
At_F0377	AT5G27750.1	460	AO_FBX|6.6e-10|4-49
At_F0377	AT5G27750.1	460	F-box|1.9e-05|6-42
At_F0377	AT5G27750.1	460	LRR_2|7.9e-06|163-188
At_F0377	AT5G27750.1	460	FBD|1e-16|381-423
At_F0378	AT5G54820.1	473	AO_FBX|2.9e-10|2-50
At_F0378	AT5G54820.1	473	F-box|4.6e-05|8-43
At_F0378	AT5G54820.1	473	FBD|2.6e-05|390-422
At_F0379	AT3G19880.1	390	AO_FBX|1.2e-09|3-41
At_F0379	AT3G19880.1	390	F-box|1e-07|5-41
At_F0379	AT3G19880.1	390	FBA_1|1e-53|187-361
At_F0380	AT5G22720.1	469	AO_FBX|1.8e-08|22-64
At_F0380	AT5G22720.1	469	F-box|0.00027|24-60
At_F0380	AT5G22720.1	469	LRR_2|1.4e-06|173-198
At_F0380	AT5G22720.1	469	FBD|6.3e-18|379-432
At_F0381	AT5G52610.1	352	AO_FBX|1.1e-10|3-42
At_F0381	AT5G52610.1	352	F-box|3.2e-05|3-37
At_F0381	AT5G52610.1	352	FBA_3|3.6e-29|184-310
At_F0382	AT3G49040.1	312	AO_FBX|6.4e-13|16-63
At_F0382	AT3G49040.1	312	F-box|1.4e-08|18-56
At_F0382	AT3G49040.1	312	LRR_2|1.7e-05|168-193
At_F0383	AT4G05080.1	392	F-box|2.2e-07|5-42
At_F0383	AT4G05080.1	392	AO_FBX|1.5e-08|6-45
At_F0383	AT4G05080.1	392	FBA_1|3.9e-46|192-358
At_F0384	AT3G58860.1	458	AO_FBX|4.8e-11|3-54
At_F0384	AT3G58860.1	458	F-box|1.7e-06|8-42
At_F0384	AT3G58860.1	458	LRR_2|6e-06|164-188
At_F0384	AT3G58860.1	458	FBD|0.012|377-408
At_F0385	AT1G20790.1	436	F-box|0.00024|3-40
At_F0385	AT1G20790.1	436	AO_FBX|0.00028|3-41
At_F0385	AT1G20790.1	436	Kelch_4|0.25|304-322
At_F0386	AT1G32375.1	423	AO_FBX|2.4e-09|2-46
At_F0386	AT1G32375.1	423	F-box|3.3e-06|3-38
At_F0386	AT1G32375.1	423	LRR_2|1.4e-06|154-179
At_F0386	AT1G32375.1	423	FBD|2.9e-18|345-390
At_F0387	AT5G41490.1	388	AO_FBX|8.8e-08|5-44
At_F0387	AT5G41490.1	388	F-box|5.8e-06|11-44
At_F0387	AT5G41490.1	388	FBA_1|4.3e-49|209-371
At_F0388	AT2G26030.4	448	AO_FBX|1.1e-07|3-45
At_F0388	AT2G26030.4	448	F-box|0.00033|6-41
At_F0388	AT2G26030.4	448	LRR_2|7.1e-08|152-178
At_F0388	AT2G26030.4	448	FBD|1.4e-15|370-413
At_F0389	AT3G60790.1	489	AO_FBX|1.6e-10|50-93
At_F0389	AT3G60790.1	489	F-box|4.9e-05|51-90
At_F0389	AT3G60790.1	489	GH115_C|0.17|314-368
At_F0390	AT5G38680.1	358	AO_FBX|6.4e-06|17-61
At_F0390	AT5G38680.1	358	F-box|1.5e-05|18-60
At_F0390	AT5G38680.1	358	Kelch_1|8.2e-05|140-162
At_F0390	AT5G38680.1	358	Kelch_2|0.00013|166-209
At_F0391	AT4G27050.1	454	AO_FBX|3.4e-11|4-42
At_F0391	AT4G27050.1	454	F-box|5.2e-06|5-40
At_F0391	AT4G27050.1	454	LRR_2|0.0002|171-196
At_F0392	AT1G53370.2	377	AO_FBX|2.7e-11|24-69
At_F0392	AT1G53370.2	377	F-box|1.5e-05|25-65
At_F0392	AT1G53370.2	377	Histone_H2A_C|0.15|182-198
At_F0392	AT1G53370.2	377	FBA_3|6e-22|224-337
At_F0393	AT3G58880.1	455	AO_FBX|7.8e-12|4-50
At_F0393	AT3G58880.1	455	F-box|3.2e-05|6-40
At_F0393	AT3G58880.1	455	LRR_2|1.7e-07|160-185
At_F0393	AT3G58880.1	455	FBD|0.13|385-417
At_F0394	AT1G14315.2	304	AO_FBX|3.3e-09|2-40
At_F0394	AT1G14315.2	304	F-box|2.7e-05|4-38
At_F0394	AT1G14315.2	304	FBA_1|5.8e-08|158-298
At_F0395	AT2G42730.1	458	AO_FBX|2.5e-09|4-52
At_F0395	AT2G42730.1	458	F-box|5.5e-06|7-40
At_F0395	AT2G42730.1	458	LRR_2|3e-05|165-190
At_F0395	AT2G42730.1	458	LBP_C|0.089|417-430
At_F0396	AT4G03220.1	499	AO_FBX|9e-10|24-67
At_F0396	AT4G03220.1	499	F-box|0.00022|25-61
At_F0396	AT4G03220.1	499	FBD|1.3e-10|425-464
At_F0397	AT4G12560.2	414	AO_FBX|6.4e-10|3-46
At_F0397	AT4G12560.2	414	F-box|9.4e-05|4-40
At_F0397	AT4G12560.2	414	FBA_1|1.5e-06|232-344
At_F0398	AT5G56440.1	431	AO_FBX|1.1e-11|2-45
At_F0398	AT5G56440.1	431	F-box|4.4e-05|3-41
At_F0398	AT5G56440.1	431	LRR_2|3.1e-05|152-177
At_F0398	AT5G56440.1	431	FBD|1.5e-19|352-397
At_F0399	AT5G60560.2	408	AO_FBX|5.2e-08|3-45
At_F0399	AT5G60560.2	408	F-box|3.5e-08|4-42
At_F0399	AT5G60560.2	408	FBA_1|3.2e-54|195-387
At_F0400	AT1G53815.1	238	AO_FBX|9.5e-09|34-72
At_F0400	AT1G53815.1	238	F-box|1.7e-06|41-72
At_F0401	AT1G59675.1	165	AO_FBX|2.5e-09|12-53
At_F0401	AT1G59675.1	165	F-box|3.8e-06|13-42
At_F0401	AT1G59675.1	165	Y1_Tnp|0.049|109-163
At_F0402	AT2G24540.1	373	AO_FBX|1.5e-06|25-69
At_F0402	AT2G24540.1	373	F-box|0.00011|28-70
At_F0402	AT2G24540.1	373	Kelch_1|0.026|133-165
At_F0402	AT2G24540.1	373	Kelch_1|1.7e-09|167-214
At_F0403	AT1G78730.1	421	AO_FBX|7.4e-09|23-63
At_F0403	AT1G78730.1	421	F-box|3.7e-05|25-61
At_F0403	AT1G78730.1	421	LRR_2|9.3e-09|151-176
At_F0403	AT1G78730.1	421	FBD|1.1e-09|347-388
At_F0404	AT2G44030.1	381	AO_FBX|6.3e-05|16-57
At_F0404	AT2G44030.1	381	DUF4581|0.022|16-64
At_F0404	AT2G44030.1	381	F-box|1.3e-05|18-57
At_F0404	AT2G44030.1	381	Kelch_1|1.4e-09|114-157
At_F0404	AT2G44030.1	381	Kelch_1|8.5e-12|159-203
At_F0405	AT3G13830.1	378	AO_FBX|6.5e-08|7-41
At_F0405	AT3G13830.1	378	F-box|1.3e-05|8-39
At_F0405	AT3G13830.1	378	FBA_1|6.4e-44|201-366
At_F0406	AT3G03030.1	475	AO_FBX|6.8e-09|3-49
At_F0406	AT3G03030.1	475	F-box|4.6e-05|5-38
At_F0406	AT3G03030.1	475	LRR_2|0.17|163-187
At_F0406	AT3G03030.1	475	FBD|1.6e-05|395-427
At_F0407	AT3G58940.1	619	AO_FBX|7.8e-11|2-49
At_F0407	AT3G58940.1	619	F-box|3.5e-06|4-39
At_F0407	AT3G58940.1	619	LRR_2|0.0019|168-192
At_F0407	AT3G58940.1	619	FBD|0.0029|370-402
At_F0407	AT3G58940.1	619	LuxE|0.2|377-454
At_F0408	AT2G14290.1	354	AO_FBX|1.3e-09|6-44
At_F0408	AT2G14290.1	354	F-box|2.5e-07|8-40
At_F0408	AT2G14290.1	354	DUF295|2.7e-07|278-327
At_F0409	AT3G12350.1	423	AO_FBX|3.2e-06|7-47
At_F0409	AT3G12350.1	423	F-box-like|9.5e-06|9-53
At_F0410	AT4G17780.1	399	AO_FBX|1.1e-08|15-55
At_F0410	AT4G17780.1	399	F-box|2.5e-06|16-50
At_F0410	AT4G17780.1	399	Kelch_4|0.34|184-200
At_F0410	AT4G17780.1	399	FBA_3|7.2e-08|210-324
At_F0410	AT4G17780.1	399	DUF1618|0.1|243-297
At_F0411	AT1G23770.1	351	PI31_Prot_N|0.15|65-90
At_F0411	AT1G23770.1	351	AO_FBX|3.5e-05|205-254
At_F0411	AT1G23770.1	351	F-box-like|1.2e-05|212-254
At_F0412	AT1G31000.1	366	AO_FBX|3.7e-08|23-60
At_F0412	AT1G31000.1	366	F-box|9.5e-05|23-57
At_F0412	AT1G31000.1	366	FBA_3|1.1e-29|192-314
At_F0413	AT3G59230.1	492	AO_FBX|1.8e-09|12-58
At_F0413	AT3G59230.1	492	F-box|2.4e-05|14-46
At_F0413	AT3G59230.1	492	LRR_2|0.00012|174-200
At_F0414	AT2G39490.1	388	AO_FBX|3e-07|7-52
At_F0414	AT2G39490.1	388	F-box|8.1e-05|8-44
At_F0415	AT1G47800.1	388	F-box|4.3e-06|10-52
At_F0415	AT1G47800.1	388	AO_FBX|3.9e-09|11-55
At_F0415	AT1G47800.1	388	FBA_3|2e-26|250-369
At_F0416	AT2G25490.1	629	AO_FBX|1.5e-07|63-103
At_F0416	AT2G25490.1	629	F-box-like|1.3e-06|65-100
At_F0416	AT2G25490.1	629	LRR_6|0.13|202-225
At_F0416	AT2G25490.1	629	LRR_6|0.047|227-251
At_F0416	AT2G25490.1	629	LRR_6|0.062|546-565
At_F0417	AT3G59190.2	520	AO_FBX|5.9e-11|6-54
At_F0417	AT3G59190.2	520	F-box|7.9e-06|13-48
At_F0417	AT3G59190.2	520	LRR_2|7.1e-05|169-196
At_F0418	AT5G21040.2	540	Big_11|0.24|23-56
At_F0418	AT5G21040.2	540	AO_FBX|1e-05|66-116
At_F0418	AT5G21040.2	540	F-box|1.1e-05|67-113
At_F0418	AT5G21040.2	540	WD40|0.14|156-190
At_F0418	AT5G21040.2	540	WD40|0.00032|251-283
At_F0418	AT5G21040.2	540	WD40|0.33|445-468
At_F0419	AT5G16285.1	91	AO_FBX|6.4e-09|5-43
At_F0419	AT5G16285.1	91	F-box|2.7e-05|9-40
At_F0420	AT5G66830.1	395	AO_FBX|1.1e-08|19-59
At_F0420	AT5G66830.1	395	F-box|8.2e-07|19-59
At_F0420	AT5G66830.1	395	DUF295|4.4e-07|305-358
At_F0420	AT5G66830.1	395	RNA_helicase|0.14|322-359
At_F0421	AT3G06380.1	381	F-box|2.2e-13|31-86
At_F0421	AT3G06380.1	381	AO_FBX|4e-10|32-80
At_F0421	AT3G06380.1	381	Tub|3.1e-91|97-375
At_F0422	AT5G56380.1	440	AO_FBX|5.1e-08|2-49
At_F0422	AT5G56380.1	440	F-box|0.00011|3-36
At_F0422	AT5G56380.1	440	LRR_2|3.9e-05|158-183
At_F0422	AT5G56380.1	440	FBD|4.8e-14|360-405
At_F0423	AT3G23950.1	419	AO_FBX|1.1e-08|2-43
At_F0423	AT3G23950.1	419	F-box|0.00011|2-36
At_F0424	AT3G23960.1	403	AO_FBX|9.7e-07|30-67
At_F0424	AT3G23960.1	403	F-box|3.4e-05|31-59
At_F0424	AT3G23960.1	403	FBA_3|9.7e-32|236-359
At_F0425	AT2G16290.1	416	AO_FBX|1.3e-07|3-40
At_F0425	AT2G16290.1	416	F-box|7.5e-07|3-39
At_F0425	AT2G16290.1	416	DUF295|4.7e-07|318-391
At_F0426	AT1G13780.1	457	AO_FBX|3.1e-09|7-57
At_F0426	AT1G13780.1	457	F-box|7.7e-05|11-48
At_F0426	AT1G13780.1	457	LRR_2|3.6e-05|168-195
At_F0426	AT1G13780.1	457	FBD|6.3e-14|379-422
At_F0427	AT2G29910.6	377	AO_FBX|3.8e-10|27-64
At_F0427	AT2G29910.6	377	F-box|5.6e-05|30-64
At_F0427	AT2G29910.6	377	LRR_2|1.6e-05|175-200
At_F0428	AT4G11590.1	398	F-box|3.8e-05|26-66
At_F0428	AT4G11590.1	398	AO_FBX|3.1e-07|27-69
At_F0428	AT4G11590.1	398	FBA_3|1.5e-27|229-354
At_F0429	AT2G17020.1	657	AO_FBX|4.9e-05|20-63
At_F0429	AT2G17020.1	657	F-box|2.7e-06|22-59
At_F0430	AT4G19330.1	384	AO_FBX|4.9e-09|26-67
At_F0430	AT4G19330.1	384	F-box|6.2e-09|30-74
At_F0430	AT4G19330.1	384	Kelch_1|5.9e-06|141-179
At_F0430	AT4G19330.1	384	Kelch_1|2e-12|181-225
At_F0431	AT2G43445.1	406	F-box|1.6e-05|15-48
At_F0431	AT2G43445.1	406	AO_FBX|2.2e-06|16-55
At_F0431	AT2G43445.1	406	FBA_1|9.7e-09|192-299
At_F0432	AT3G58960.1	476	AO_FBX|4.8e-08|2-39
At_F0432	AT3G58960.1	476	F-box|1.6e-05|3-37
At_F0432	AT3G58960.1	476	LRR_2|5.8e-07|152-179
At_F0432	AT3G58960.1	476	FBD|0.0048|404-432
At_F0433	AT3G49150.1	468	AO_FBX|5.1e-10|15-63
At_F0433	AT3G49150.1	468	F-box|1.3e-05|17-51
At_F0433	AT3G49150.1	468	LRR_2|0.0016|170-196
At_F0433	AT3G49150.1	468	FBD|0.015|385-436
At_F0434	AT2G40910.1	450	AO_FBX|8.8e-11|68-109
At_F0434	AT2G40910.1	450	F-box|4.9e-05|68-100
At_F0434	AT2G40910.1	450	DUF2069|0.25|78-117
At_F0434	AT2G40910.1	450	FBA_3|1.1e-31|271-403
At_F0435	AT5G18780.1	442	AO_FBX|5.4e-12|10-54
At_F0435	AT5G18780.1	442	F-box|0.00011|12-48
At_F0435	AT5G18780.1	442	LRR_2|0.086|157-182
At_F0435	AT5G18780.1	442	FBD|1.4e-09|367-408
At_F0436	AT1G70970.1	403	AO_FBX|2.8e-05|12-46
At_F0436	AT1G70970.1	403	F-box|6.3e-06|13-48
At_F0436	AT1G70970.1	403	LRRNT_2|0.44|210-220
At_F0436	AT1G70970.1	403	FBA_3|1.2e-21|231-361
At_F0437	AT3G61350.2	359	AO_FBX|2.4e-07|21-61
At_F0437	AT3G61350.2	359	F-box|3.9e-06|22-60
At_F0437	AT3G61350.2	359	Kelch_1|1.8e-05|111-150
At_F0437	AT3G61350.2	359	Kelch_6|9.8e-05|161-206
At_F0437	AT3G61350.2	359	Kelch_6|0.75|215-244
At_F0438	AT1G06630.1	478	AO_FBX|4.8e-09|11-58
At_F0438	AT1G06630.1	478	F-box|8.1e-05|16-49
At_F0438	AT1G06630.1	478	LRR_2|0.036|171-197
At_F0439	AT1G64540.1	445	AO_FBX|8.2e-09|7-41
At_F0439	AT1G64540.1	445	F-box-like|2.7e-05|7-41
At_F0439	AT1G64540.1	445	LRR_2|6.1e-05|145-169
At_F0440	AT4G10400.1	410	AO_FBX|6.1e-10|2-39
At_F0440	AT4G10400.1	410	F-box|0.00021|3-37
At_F0440	AT4G10400.1	410	RD3|0.094|39-107
At_F0440	AT4G10400.1	410	LRR_2|1.5e-05|152-177
At_F0440	AT4G10400.1	410	FBD|6e-14|333-378
At_F0441	AT4G14905.2	373	AO_FBX|1.7e-07|28-71
At_F0441	AT4G14905.2	373	F-box|0.00036|31-74
At_F0441	AT4G14905.2	373	Kelch_1|1.6e-08|127-169
At_F0441	AT4G14905.2	373	Kelch_1|3.2e-12|172-212
At_F0442	AT5G25350.1	624	AO_FBX|8.2e-10|53-92
At_F0442	AT5G25350.1	624	F-box|3.7e-07|54-94
At_F0442	AT5G25350.1	624	LRR_6|0.0036|192-215
At_F0442	AT5G25350.1	624	LRR_6|0.49|326-346
At_F0442	AT5G25350.1	624	LRR_6|0.94|512-534
At_F0443	AT1G47056.1	519	AO_FBX|6.8e-07|38-70
At_F0443	AT1G47056.1	519	F-box-like|2.1e-06|40-71
At_F0443	AT1G47056.1	519	LRR_6|0.87|129-152
At_F0443	AT1G47056.1	519	LRR_4|0.81|388-420
At_F0444	AT2G40925.1	404	AO_FBX|1.3e-11|24-68
At_F0444	AT2G40925.1	404	F-box|8.5e-06|26-61
At_F0444	AT2G40925.1	404	FBA_3|6.8e-29|227-358
At_F0445	AT1G55270.1	435	AO_FBX|3.3e-09|78-123
At_F0445	AT1G55270.1	435	F-box|2.5e-05|79-116
At_F0445	AT1G55270.1	435	Kelch_6|2e-05|170-215
At_F0445	AT1G55270.1	435	Kelch_1|7.9e-14|217-263
At_F0446	AT1G57790.1	353	AO_FBX|7.1e-09|11-51
At_F0446	AT1G57790.1	353	F-box-like|3e-05|13-48
At_F0446	AT1G57790.1	353	D5_N|0.22|174-232
At_F0446	AT1G57790.1	353	DUF295|0.009|269-315
At_F0447	AT1G66320.1	458	AO_FBX|1.4e-08|34-71
At_F0447	AT1G66320.1	458	F-box|0.00035|34-67
At_F0447	AT1G66320.1	458	LRR_2|4.2e-06|178-201
At_F0447	AT1G66320.1	458	FBD|6.7e-12|385-426
At_F0448	AT5G44950.1	439	AO_FBX|5.9e-09|4-42
At_F0448	AT5G44950.1	439	F-box|0.00058|5-40
At_F0448	AT5G44950.1	439	LRR_2|0.0021|154-178
At_F0448	AT5G44950.1	439	FBD|8.3e-16|361-405
At_F0449	AT3G04660.1	391	AO_FBX|4.2e-05|19-65
At_F0449	AT3G04660.1	391	F-box|7e-05|21-61
At_F0449	AT3G04660.1	391	FBA_3|2e-29|226-342
At_F0450	AT1G32020.1	172	AO_FBX|4.9e-08|3-40
At_F0450	AT1G32020.1	172	F-box|0.0013|5-37
At_F0450	AT1G32020.1	172	CLP1_P|0.095|43-118
At_F0451	AT2G44900.2	931	AO_FBX|0.00044|46-92
At_F0451	AT2G44900.2	931	F-box-like|4.9e-05|47-93
At_F0451	AT2G44900.2	931	Arm|6.2e-05|432-466
At_F0451	AT2G44900.2	931	Arm|0.00078|475-507
At_F0451	AT2G44900.2	931	Arm|5.5e-08|510-552
At_F0451	AT2G44900.2	931	Arm|1.4e-07|554-594
At_F0451	AT2G44900.2	931	Arm|6e-09|601-638
At_F0451	AT2G44900.2	931	Arm|2.1e-05|640-682
At_F0451	AT2G44900.2	931	Arm|3.1e-09|686-723
At_F0451	AT2G44900.2	931	Arm|0.0004|725-764
At_F0452	AT4G35120.1	390	AO_FBX|1.6e-05|25-71
At_F0452	AT4G35120.1	390	F-box-like|5.6e-05|27-67
At_F0452	AT4G35120.1	390	Kelch_1|1.2e-09|117-161
At_F0452	AT4G35120.1	390	Kelch_1|1.6e-12|163-209
At_F0453	AT5G24560.1	196	F-box|0.00091|1-46
At_F0453	AT5G24560.1	196	AO_FBX|2.4e-06|3-48
At_F0453	AT5G24560.1	196	PP2|3.5e-18|93-143
At_F0453	AT5G24560.1	196	PP2|8.4e-15|143-191
At_F0454	AT3G26010.1	415	AO_FBX|2.3e-08|9-51
At_F0454	AT3G26010.1	415	F-box|1.6e-05|10-50
At_F0454	AT3G26010.1	415	DUF3201|0.74|330-364
At_F0455	AT5G53640.1	226	AO_FBX|5.5e-09|22-69
At_F0455	AT5G53640.1	226	F-box|4.4e-06|30-58
At_F0455	AT5G53640.1	226	DUF2420|0.034|154-193
At_F0455	AT5G53640.1	226	LRR_2|5e-08|166-191
At_F0456	AT1G11810.1	378	AO_FBX|1.1e-06|3-38
At_F0456	AT1G11810.1	378	F-box|5.5e-05|4-35
At_F0456	AT1G11810.1	378	FBA_1|2.1e-40|197-360
At_F0457	AT1G22000.1	466	AO_FBX|2.4e-10|29-70
At_F0457	AT1G22000.1	466	F-box|9.7e-05|31-66
At_F0457	AT1G22000.1	466	LRR_2|0.00027|176-198
At_F0457	AT1G22000.1	466	FBD|1.3e-15|376-422
At_F0458	AT1G80470.1	465	AO_FBX|3.9e-10|14-61
At_F0458	AT1G80470.1	465	F-box|2.3e-05|16-54
At_F0458	AT1G80470.1	465	LRR_2|2.2e-07|165-189
At_F0458	AT1G80470.1	465	FBD|1.8e-12|365-411
At_F0459	AT3G22650.2	384	AO_FBX|8e-07|7-50
At_F0459	AT3G22650.2	384	F-box|0.00019|7-46
At_F0459	AT3G22650.2	384	FBA_1|1.8e-47|204-377
At_F0460	AT3G54460.1	1379	AO_FBX|3.6e-07|281-321
At_F0460	AT3G54460.1	1379	F-box|2.8e-05|287-322
At_F0460	AT3G54460.1	1379	SNF2_N|2.4e-94|333-969
At_F0460	AT3G54460.1	1379	zf-CW|3.1e-12|577-619
At_F0460	AT3G54460.1	1379	Prok-RING_4|0.97|1048-1073
At_F0460	AT3G54460.1	1379	Helicase_C|3.3e-07|1194-1289
At_F0461	AT4G23960.2	193	F-box-like|4.1e-06|7-47
At_F0461	AT4G23960.2	193	SnoaL_3|1.8e-18|73-186
At_F0462	AT5G56430.1	361	AO_FBX|6.6e-11|3-43
At_F0462	AT5G56430.1	361	F-box|0.00039|3-40
At_F0462	AT5G56430.1	361	LRR_2|4.4e-05|85-110
At_F0462	AT5G56430.1	361	FBD|4.6e-16|279-324
At_F0463	AT4G21240.1	418	AO_FBX|6.8e-11|34-76
At_F0463	AT4G21240.1	418	F-box|1.9e-05|34-73
At_F0463	AT4G21240.1	418	FBA_3|1.4e-33|229-359
At_F0464	AT4G22180.1	403	AO_FBX|4.7e-08|16-56
At_F0464	AT4G22180.1	403	F-box|1.6e-05|20-53
At_F0464	AT4G22180.1	403	DUF295|6.3e-06|319-355
At_F0465	AT1G78840.1	440	AO_FBX|2.4e-09|9-47
At_F0465	AT1G78840.1	440	F-box|4.9e-05|11-45
At_F0465	AT1G78840.1	440	LRR_2|2.1e-07|150-174
At_F0465	AT1G78840.1	440	LRR_4|0.81|308-341
At_F0465	AT1G78840.1	440	FBD|9.4e-12|354-403
At_F0466	AT1G30090.1	399	AO_FBX|2e-08|52-97
At_F0466	AT1G30090.1	399	F-box|0.0003|54-85
At_F0466	AT1G30090.1	399	Kelch_1|0.0041|158-193
At_F0466	AT1G30090.1	399	Kelch_1|9.4e-07|196-241
At_F0466	AT1G30090.1	399	Kelch_1|0.24|274-287
At_F0466	AT1G30090.1	399	Kelch_6|0.77|315-335
At_F0467	AT3G59940.1	419	AO_FBX|1.9e-05|14-59
At_F0467	AT3G59940.1	419	F-box|0.0016|16-60
At_F0467	AT3G59940.1	419	Kelch_1|0.023|143-176
At_F0467	AT3G59940.1	419	Kelch_1|2.8e-12|196-241
At_F0467	AT3G59940.1	419	Kelch_6|0.0026|249-292
At_F0468	AT3G61060.2	292	AO_FBX|4.8e-05|24-67
At_F0468	AT3G61060.2	292	F-box|0.0019|27-65
At_F0468	AT3G61060.2	292	PP2|1.6e-38|122-280
At_F0469	AT1G70590.1	352	AO_FBX|4.6e-06|58-101
At_F0469	AT1G70590.1	352	F-box|4.4e-06|65-100
