	agi	group	Publications	EST	cDNA	Intron	Total_TDNA	TDNA_100upstream	TDNA_First_half_intron	TDNA_First_half_exon	TDNA_Last_half_intron	TDNA_Last_half_exon	kaks	ks	neutral	cdms_rate	fbxd_evalue	fbxd_str	fbxd_end	length	Kelch	FBA	LRR	FBD	fbx_exp_mean	fbx_exp_median	fbx_exp_max	fbx_exp_cv
At_F0447	AT1G66320	4	0	1	0	2	9	3	0	1	0	5	0.7133	0.2353	0	0.436681223	1.40E-08	34	71	458	0	0	1	1	0.252317122	0	57	9.493028018
At_F0020	AT3G46050	3	2	0	0	0	11	3	0	6	0	2	0.5388	0.3222	0	0.539083558	9.70E-11	17	61	371	2	0	0	0	0.058062587	0	36.8	9.538733696
At_F0088	AT4G39290	3	2	0	0	0	11	1	0	4	0	6	0.4956	0.2261	0	0.819672131	7.60E-08	11	49	366	2	0	0	0	0.088698425	0	70.4	9.583816697
At_F0587	AT3G10510	4	0	0	0	1	20	0	0	16	4	0	0.6009	0.3272	0	0.537634409	2.80E-07	12	61	372	2	0	0	0	0.404200718	0	180.1	9.607365006
At_F0410	AT4G17780	3	3	0	0	0	4	0	0	4	0	0	0.5101	0.3203	0	0.751879699	2.50E-06	16	50	399	1	1	0	0	0.124830576	0	96.1	9.611045983
At_F0533	AT1G67623	3	1	0	0	1	7	1	0	2	1	3	0.7734	0.317	1	0.336700337	8.20E-08	23	72	297	0	0	0	0	0.319045246	0	145.2	9.615427615
At_F0085	AT2G02030	4	0	24	0	1	30	0	10	3	0	17	0.9878	0.1214	1	0.298507463	8.00E-08	39	78	335	0	1	0	0	0.051928443	0	30.3	9.625875457
At_F0672	AT2G04810	3	1	0	0	0	5	1	0	1	0	3	0.6423	0.1682	0	0.502512563	1.10E-05	19	59	398	0	0	0	0	0.062527407	0	21.1	9.676321506
At_F0295	AT2G23160	3	2	5	1	0	10	0	0	9	0	1	0.9765	0.1103	1	0.324675325	8.80E-08	8	46	308	0	1	0	0	0.089381104	0	64.8	9.707436885
At_F0358	AT3G23955	4	0	0	0	5	28	4	6	7	6	5	0.6708	0.1283	1	0.674157303	9.00E-08	61	99	445	0	0	0	1	0.080969703	0	55.1	9.734330807
At_F0637	AT2G24510	4	0	12	1	2	10	1	3	1	2	3	0.5611	0.2165	0	0.746268657	1.90E-05	2	25	268	0	1	0	0	0.03458242	0	22.5	9.747423788
At_F0184	AT5G50220	4	0	0	0	1	15	1	0	2	0	12	0.672	0.3284	0	0.279329609	7.40E-09	33	72	358	0	1	0	0	0.050044848	0	37.8	9.749145855
At_F0494	AT2G29930	3	2	23	4	2	21	1	0	8	4	8	0.4812	0.4196	0	0.652173913	6.70E-08	10	56	460	0	0	1	1	0.040836157	0	26.5	9.755354221
At_F0701	AT1G19410	4	0	25	0	5	35	3	0	10	15	7	0.6253	0.4639	0	0.688073394	0.0015	7	31	436	0	0	2	1	0.140148495	0	70.2	9.801098711
At_F0614	AT5G41720	4	0	1	2	0	4	1	0	0	0	3	0.6122	0.3268	0	0	0.063	7	35	188	0	0	0	0	0.111809847	0	40.5	9.810982075
At_F0610	AT2G17690	2	11	11	0	0	7	3	0	4	0	0	0.4096	0.213	0	0.236966825	4.00E-09	3	43	422	0	0	0	0	0.866065378	0	578	9.828217812
At_F0265	AT3G58920	3	1	0	0	2	8	0	0	4	3	1	0.5972	0.4139	0	0.42462845	1.80E-06	3	39	471	0	0	1	1	0.0337353	0	13.9	9.828581678
At_F0127	AT2G17310	2	2	0	1	0	9	2	0	4	0	3	0.6749	0.2001	1	0.539083558	4.30E-08	3	37	371	0	1	0	0	0.192595176	0	69.1	9.857340318
At_F0436	AT1G70970	3	1	0	0	0	6	3	0	2	0	1	0.9127	0.2482	1	0.496277916	6.30E-06	13	48	403	0	1	0	0	0.165377716	0	62.5	9.868050482
At_F0204	AT5G56400	4	0	0	0	2	4	0	0	2	0	2	0.4364	0.5179	0	0.438596491	7.90E-09	34	74	456	0	0	1	1	0.080506279	0	45.9	9.902106867
At_F0035	AT5G47300	3	1	0	0	0	6	0	0	5	0	1	0.5835	0.2078	0	0.239808153	9.10E-10	43	85	417	0	1	0	0	0.032763604	0	13.3	9.994307672
At_F0312	AT5G37040	4	0	0	0	1	4	0	1	0	0	3	0.6504	0.0918	1	0.411522634	3.00E-07	5	45	243	0	1	0	0	0.073081523	0	38.9	10.04122863
At_F0078	AT3G47150	4	0	0	0	1	3	0	0	0	0	3	0.6266	0.2207	0	0.27700831	9.10E-11	12	53	361	0	1	0	0	0.059497708	0	23.3	10.05975345
At_F0497	AT5G44960	4	0	0	0	3	18	0	0	14	0	4	0.8272	0.1406	1	0.452488688	2.20E-08	4	52	442	0	0	1	1	0.030012956	0	11.3	10.06298779
At_F0043	AT3G17540	3	1	0	0	0	10	3	0	5	0	2	0.5798	0.2138	0	0.251889169	3.90E-13	6	50	397	0	1	0	0	0.088140323	0	88	10.12479125
At_F0244	AT3G19560	3	1	0	0	0	6	0	0	1	0	5	0.958	0.1934	1	0.276243094	7.50E-09	7	48	362	0	1	0	0	0.069782739	0	42.5	10.1312162
At_F0390	AT5G38680	3	2	0	0	1	7	0	0	3	0	4	0.6545	0.2411	0	0.558659218	6.40E-06	17	61	358	2	0	0	0	0.084901335	0	47.6	10.1468387
At_F0565	AT3G62440	2	1	0	1	2	21	3	0	8	2	8	0.6283	0.1528	0	0.218340611	2.40E-09	2	47	458	0	0	1	0	0.115068766	0	34	10.1732851
At_F0191	AT1G55660	2	4	0	1	2	6	0	0	5	0	1	0.6135	0.2457	0	0.405679513	1.70E-11	53	95	493	0	0	1	1	0.121372334	0	140.8	10.26198335
At_F0673	AT2G35280	4	0	22	1	0	7	4	0	1	0	2	0.4964	0.4657	0	0.609756098	0.00095	9	58	164	0	0	0	0	0.073345625	0	64.6	10.28406008
At_F0051	AT3G19410	3	1	0	0	0	1	0	0	0	0	1	0.6011	0.3039	0	0.267379679	2.00E-11	1	45	374	0	1	0	0	0.047403827	0	21.9	10.29235055
At_F0077	AT5G22610	4	0	0	0	3	13	0	3	5	2	3	0.7106	0.2459	1	0.397614314	4.60E-11	17	59	503	0	0	1	1	0.130536177	0	42.6	10.30256178
At_F0087	AT3G24700	3	1	0	0	0	6	0	0	0	0	6	1.4383	0.051	1	0	5.30E-08	3	45	271	0	0	0	0	0.03621188	0	20.6	10.35797969
At_F0528	AT3G59240	4	0	0	0	2	9	0	0	6	2	1	0.5098	0.4251	0	0.396039604	3.50E-08	6	57	505	0	0	1	1	0.028483157	0	11.2	10.36792942
At_F0539	AT4G22165	3	2	0	0	0	13	1	0	7	0	5	0.5975	0.295	0	0.274725275	4.50E-06	8	46	364	0	0	0	0	0.058795097	0	53.6	10.38804464
At_F0454	AT3G26010	3	1	2	2	0	17	1	0	4	0	12	0.7024	0.2858	0	0.240963855	2.30E-08	9	51	415	0	0	0	0	0.41179988	0	349.2	10.41843903
At_F0023	AT3G22350	3	1	0	1	0	1	0	0	0	0	1	0.7662	0.1918	1	0.791556728	7.40E-12	1	46	379	0	1	0	0	0.051639426	0	48.9	10.52117444
At_F0582	AT1G67455	4	0	4	0	4	13	2	5	2	1	3	0.3991	0.481	0	0.460829493	0.00033	3	27	217	0	1	0	0	0.049920271	0	20.8	10.55334969
At_F0093	AT1G65990	3	6	0	1	2	11	0	2	1	0	8	0.7397	0.0583	1	0.541516245	8.20E-11	157	202	554	0	1	0	0	0.165402631	0	77.3	10.58794612
At_F0635	AT5G56390	3	1	0	0	2	4	0	0	1	0	3	0.6953	0.1203	1	0.466200466	1.50E-10	2	46	429	0	0	1	1	0.05446482	0	38	10.59968864
At_F0521	AT4G35733	3	1	25	0	2	4	0	0	4	0	0	0.5358	0.2833	0	0.278551532	3.50E-08	5	54	359	0	0	0	0	0.165377716	0	96.5	10.60221258
At_F0226	AT3G22421	4	0	1	0	0	25	0	0	20	0	5	0.6366	0.1965	0	0.233100233	1.20E-09	5	47	429	0	1	0	0	0.087183576	0	43.1	10.63719635
At_F0322	AT5G40050	3	2	0	0	2	9	1	0	7	0	1	0.7189	0.4641	0	0.480769231	5.50E-06	15	49	416	0	0	0	1	0.036605541	0	21.2	10.64616107
At_F0396	AT4G03220	4	0	0	0	2	15	0	0	2	0	13	0.3297	0.5943	0	0.200400802	9.00E-10	24	67	499	0	0	0	1	0.239705003	0	215.4	10.67687442
At_F0089	AT1G62270	4	0	0	0	0	8	2	0	2	0	4	0.6037	0.43	0	0.260416667	6.90E-09	8	48	384	0	1	0	0	0.052312139	0	41.5	10.69131371
At_F0055	AT3G17500	4	0	0	0	1	12	0	0	7	3	2	0.4924	0.2507	0	0.683371298	6.10E-12	1	45	439	0	2	0	0	0.063768188	0	51	10.74679395
At_F0274	AT4G39760	3	3	0	0	0	16	0	0	1	0	15	0.7242	0.3023	1	0.810810811	6.90E-08	15	62	370	2	0	0	0	0.204275463	0	116.2	10.76184616
At_F0066	AT1G47790	3	1	0	0	0	2	0	0	2	0	0	0.4897	0.1736	0	0.256410256	3.90E-13	23	65	390	0	1	0	0	0.062188559	0	50	10.76816635
At_F0459	AT3G22650	2	3	0	0	1	4	0	0	2	0	2	0.4059	0.3283	0	0.260416667	8.00E-07	7	50	384	0	1	0	0	0.381542755	0	156.1	10.80359008
At_F0032	AT3G20690	3	1	0	1	0	10	0	0	3	0	7	0.6269	0.1053	1	0.269541779	5.60E-10	3	46	371	0	1	0	0	0.073594778	0	88.4	10.8036115
At_F0389	AT3G60790	3	1	1	0	3	22	0	1	0	0	21	0.4734	0.498	0	0.204498978	4.90E-05	51	90	489	0	0	0	0	0.057240383	0	38.7	10.84212653
At_F0222	AT1G32660	3	1	0	0	0	2	0	0	2	0	0	1.3167	0.0539	1	0.223713647	9.70E-10	55	104	447	0	1	0	0	0.104135938	0	30.8	10.89069638
At_F0524	AT4G02733	3	1	29	2	4	14	2	1	1	5	5	0.4595	0.3911	0	0	6.40E-06	96	139	302	0	0	0	0	0.146721148	0	55.4	10.94040071
At_F0100	AT5G51250	3	1	0	1	0	6	0	0	6	0	0	0.4976	0.3139	0	0.54200542	4.80E-10	1	46	369	2	0	0	0	0.096721148	0	108.5	10.97225317
At_F0550	AT5G56410	4	0	0	0	3	1	1	0	0	0	0	0.5486	0.2186	0	0.396825397	2.60E-07	10	45	504	0	0	1	1	0.119085111	0	50.4	10.97550006
At_F0348	AT4G05470	3	3	0	0	1	12	1	5	5	0	1	0.4619	0.2494	0	0.325732899	4.40E-09	44	89	307	0	0	1	0	0.229833566	0	155.1	11.01016658
At_F0110	AT3G21410	3	3	0	1	0	2	0	0	0	0	2	0.5511	0.3454	0	0.486618005	5.00E-11	35	79	411	0	1	0	0	0.149287423	0	64.6	11.03470317
At_F0464	AT4G22180	3	3	0	0	0	9	2	0	1	0	6	0.7236	0.1447	1	0.248138958	4.70E-08	16	56	403	0	0	0	0	0.057449671	0	37.3	11.0586977
At_F0404	AT2G44030	3	3	0	0	0	14	0	0	4	0	10	0.7096	0.1675	1	0.787401575	6.30E-05	16	57	381	2	0	0	0	0.084577437	0	84.7	11.07167715
At_F0090	AT3G17480	4	0	0	0	0	8	0	0	5	0	3	0.5795	0.456	0	0.266666667	9.80E-14	5	53	375	0	1	0	0	0.110598964	0	50.6	11.10819661
At_F0069	AT3G22730	3	1	0	0	0	3	0	0	2	0	1	0.6261	0.2862	0	0.268096515	3.50E-09	3	45	373	0	1	0	0	0.077720749	0	56.9	11.19886478
At_F0111	AT3G16880	3	2	0	0	0	6	0	0	1	0	5	0.5204	0.2985	0	0.273224044	6.00E-09	3	46	366	0	1	0	0	0.034562488	0	20.4	11.22742056
At_F0305	AT1G66290	3	3	0	0	2	11	0	0	1	0	10	0.8262	0.2293	1	0.660792952	8.10E-08	30	67	454	0	0	1	1	0.149561491	0	51.3	11.31171709
At_F0197	AT1G16940	4	0	0	0	2	9	1	0	3	1	4	0.6733	0.2887	0	0.689655172	8.30E-11	13	52	435	0	0	2	1	0.043337652	0	38.1	11.31387605
At_F0097	AT1G80960	3	3	9	3	5	6	0	0	0	0	6	0.5675	0.4161	0	0.205338809	5.70E-13	50	90	487	0	0	0	1	6.423784134	5.4	10323.7	11.36145842
At_F0143	AT2G41360	3	3	3	0	0	3	3	0	0	0	0	0.6441	0.434	0	0.267379679	8.80E-09	8	56	374	1	0	0	0	0.07133247	0	88.7	11.40920032
At_F0480	AT1G21990	4	0	0	0	2	5	0	0	1	2	2	0.4852	0.457	0	0.429184549	2.60E-08	15	46	466	0	0	1	0	0.138339645	0	134.5	11.42160822
At_F0251	AT2G16220	3	1	19	0	0	12	0	0	8	0	4	0.4507	0.1286	0	0.245098039	6.20E-07	7	46	408	0	1	0	0	0.176619494	0	122.9	11.44402882
At_F0282	AT4G26350	3	1	0	0	2	5	0	0	5	0	0	0.7976	0.1902	1	0.462962963	8.40E-11	3	44	432	0	0	1	1	0.077606139	0	38.2	11.51797153
At_F0174	AT3G21130	3	1	0	0	0	17	0	0	5	0	12	0.7529	0.256	0	0.27173913	6.40E-10	10	51	368	0	1	0	0	0.037507475	0	28.7	11.59811599
At_F0452	AT4G35120	3	1	0	0	1	2	1	0	0	0	1	0.6497	0.1003	1	0.512820513	5.60E-05	27	67	390	2	0	0	0	0.116045445	0	51.7	11.81682018
At_F0400	AT1G53815	4	0	0	0	0	9	0	0	0	0	9	0.7922	0.1321	1	0	9.50E-09	34	72	238	0	0	0	0	0.035205302	0	21.2	11.93318656
At_F0470	AT2G03610	3	1	0	0	2	7	0	1	2	4	0	0.6026	0.2826	0	0.460829493	6.50E-08	20	58	217	0	0	0	0	0.050852103	0	57.2	11.97409262
At_F0189	AT5G03000	3	2	0	0	1	12	0	0	4	1	7	0.4806	0.2672	0	0.563380282	1.60E-06	40	81	355	2	0	0	0	0.21457046	0	261.4	11.98073953
At_F0177	AT5G51000	3	1	1	0	0	4	0	0	2	0	2	0.7506	0.2959	1	0.263852243	2.70E-08	3	46	379	0	1	0	0	0.05428543	0	48.9	11.99968649
At_F0173	AT1G46840	3	1	0	0	1	10	3	0	4	0	3	0.6932	0.3203	1	0.420168067	9.70E-07	31	70	476	0	1	0	0	0.040048834	0	30.5	12.06006032
At_F0472	AT1G20940	3	3	0	0	0	10	1	0	2	0	7	0.4376	0.4216	0	0	4.70E-06	11	55	415	0	0	0	0	0.135982659	0	93.7	12.1014811
At_F0394	AT1G14315	4	0	45	1	1	9	0	1	5	0	3	0.4906	0.2952	0	0.328947368	3.30E-09	2	40	304	0	1	0	0	0.109019334	0	151.4	12.12593547
At_F0577	AT3G03726	3	1	0	0	3	9	0	0	3	0	6	1.133	0.1198	1	0.344827586	2.80E-05	21	55	290	0	0	0	0	0.038045645	0	25.5	12.14659872
At_F0453	AT5G24560	3	3	0	0	3	4	1	0	3	0	0	0.4565	0.3146	0	1.020408163	2.40E-06	3	48	196	0	0	0	0	0.245186366	0	131.9	12.33267611
At_F0458	AT1G80470	3	1	2	0	2	21	1	0	16	0	4	0.5346	0.2313	0	0.430107527	3.90E-10	14	61	465	0	0	1	1	1.043531991	0	1007.7	12.35518462
At_F0239	AT1G67390	3	3	0	0	3	19	0	9	3	2	5	0.4956	0.3035	0	0	2.50E-07	42	80	480	0	0	0	0	0.042410803	0	24.8	12.38013807
At_F0345	AT5G15670	4	0	0	0	1	1	0	0	1	0	0	0.3375	0.5956	0	0.465116279	5.90E-10	24	64	215	0	1	0	0	0.023634642	0	11.9	12.38117255
At_F0135	AT4G23580	3	2	0	1	0	9	0	0	2	0	7	0.5011	0.281	0	0.78125	7.30E-07	15	60	384	2	0	0	0	0.079365158	0	89.1	12.40544052
At_F0572	AT5G41840	3	1	0	0	2	10	0	0	4	4	2	0.4925	0.371	0	0.184842884	4.10E-10	14	61	541	0	0	1	0	0.038329679	0	39.3	12.41305145
At_F0378	AT5G54820	3	1	0	0	2	22	1	0	10	6	5	0.4984	0.3836	0	0.21141649	4.60E-05	8	43	473	0	0	0	1	0.041075344	0	21.2	12.41488129
At_F0371	AT1G47810	3	1	0	1	0	9	1	0	3	0	5	1.0224	0.1697	1	0.568181818	2.00E-08	10	56	352	0	1	0	0	0.093467211	0	55.4	12.50859073
At_F0140	AT3G17560	3	1	0	0	0	6	0	0	3	0	3	0.5508	0.1796	0	0.483091787	2.90E-08	12	55	414	0	1	0	0	0.046018537	0	52.6	12.51767547
At_F0034	AT1G51290	3	5	0	0	0	1	0	0	0	0	1	0.4761	0.5088	0	0.264550265	2.50E-11	5	47	378	0	1	0	0	0.072259318	0	51.8	12.52271
At_F0707	AT1G65740	1	4	0	0	0	10	1	0	2	0	7	0.6869	0.2873	0	0.268817204	7.40E-05	3	44	372	0	0	0	0	0.05529699	0	33.9	12.64288928
At_F0399	AT5G60560	4	0	0	0	1	4	0	0	0	0	4	0.9379	0.0603	1	0.245098039	5.20E-08	3	45	408	0	1	0	0	0.034637233	0	24.1	12.66511059
At_F0012	AT3G21170	3	4	0	0	0	10	1	0	1	0	8	0.8434	0.19	1	0.252525253	2.40E-10	2	48	396	0	1	0	0	0.093621686	0	54.1	12.67561939
At_F0659	AT2G29780	3	2	6	0	0	0	0	0	0	0	0	1.0269	0.15	1	0.501253133	0.72	49	90	399	2	0	0	0	0.154111023	0	116	12.90581748
At_F0259	AT1G53550	4	0	0	0	0	7	1	0	3	0	3	0.6526	0.1936	1	0.244498778	5.00E-11	31	71	409	0	1	0	0	0.1	0	124.2	12.94063403
At_F0287	AT4G13960	3	2	0	0	2	19	2	0	9	0	8	0.6212	0.2199	0	0.215053763	4.40E-11	2	49	465	0	0	0	1	0.342052023	0	296.6	12.99065633
At_F0375	AT1G32430	3	1	0	0	2	2	0	0	1	0	1	0.4796	0.3047	0	0.262467192	2.60E-11	7	48	381	0	1	0	0	0.102581224	0	53	13.01514681
At_F0141	AT4G02310	3	2	0	0	0	10	0	0	5	0	5	0.5273	0.3257	0	0.285714286	2.30E-07	12	56	350	1	0	0	0	0.029395057	0	28.1	13.10593326
At_F0478	AT4G22060	3	2	2	0	0	3	0	0	3	0	0	0.408	0.424	0	0.25	1.00E-05	12	49	400	0	0	0	0	0.211545744	0	134.1	13.19207702
At_F0412	AT1G31000	3	1	0	0	1	6	1	0	1	0	4	0.7059	0.2365	1	0.273224044	9.50E-05	23	57	366	0	1	0	0	0.022707794	0	13.3	13.23796751
At_F0120	AT3G49030	3	1	0	0	3	6	0	0	4	0	2	0.7271	0.1206	1	0.45045045	8.60E-13	20	65	444	0	0	1	1	0.033705402	0	28.4	13.26863973
At_F0296	AT5G38810	4	0	0	0	2	8	0	0	5	0	3	0.5392	0.66	0	0.373134328	4.30E-11	4	43	268	0	1	0	0	0.026365358	0	17.4	13.3024882
At_F0215	AT5G25860	3	1	0	0	2	9	0	0	4	0	5	0.5982	0.1773	0	0.222717149	6.20E-10	11	49	449	0	0	1	0	0.019628264	0	11.2	13.32569176
At_F0355	AT4G17200	3	1	0	0	0	17	4	0	4	0	9	0.406	0.2355	0	0.261780105	5.20E-07	3	39	382	0	1	0	0	0.11927945	0	101.9	13.35648374
At_F0275	AT5G25850	4	0	0	0	2	9	0	0	4	4	1	0.6303	0.2242	0	0.414937759	6.50E-09	21	62	482	0	0	1	1	0.019633247	0	15.7	13.35906678
At_F0580	AT1G77650	4	0	1	0	0	17	0	0	16	0	1	0.5133	0.4437	0	0.260416667	0.0029	3	42	384	0	1	0	0	0.125029898	0	83.2	13.38765289
At_F0599	AT2G29810	3	1	0	0	0	7	0	0	5	0	2	0.851	0.1037	1	0.520833333	0.2	34	76	384	2	0	0	0	0.085713574	0	70.3	13.45339783
At_F0163	AT5G39560	3	1	1	2	0	10	5	0	2	0	3	0.716	0.1189	1	0.495049505	6.60E-08	24	73	404	2	0	0	0	0.181193941	0	151.6	13.4691897
At_F0387	AT5G41490	3	1	0	1	0	7	3	0	2	0	2	0.6898	0.204	1	0.257731959	8.80E-08	5	44	388	0	1	0	0	0.040527207	0	52.8	13.56440085
At_F0540	AT1G20360	3	1	2	2	0	12	0	0	8	0	4	0.6131	0.3281	0	0	0.018	3	42	303	0	0	0	0	0.121133147	0	78.7	13.57189059
At_F0598	AT2G21680	3	1	0	0	0	0	0	0	0	0	0	0.7217	0.2872	0	0.697674419	0.27	42	75	430	3	0	0	0	0.101285629	0	91.2	13.59582091
At_F0216	AT5G18160	3	2	0	2	0	4	1	0	0	0	3	0.4458	0.0702	0	0.263157895	5.10E-11	32	76	380	0	1	0	0	0.040023919	0	51.3	13.61017602
At_F0685	AT3G52330	3	1	0	0	3	8	1	0	0	3	4	0.6104	0.3251	0	0.324675325	0.015	48	75	308	0	1	0	0	0.025797289	0	17.4	13.61587415
At_F0137	AT3G17490	3	1	0	0	0	13	2	0	1	0	10	0.6035	0.4949	0	0.257069409	4.20E-11	3	48	389	0	1	0	0	0.026798884	0	29.8	13.66478352
At_F0059	AT1G52490	3	1	0	0	1	6	3	0	2	0	1	0.5442	0.4246	0	0	9.20E-11	17	57	212	0	0	0	0	0.034911302	0	28.2	13.76087722
At_F0044	AT2G22050	3	4	16	1	1	12	3	0	6	0	3	0.5078	0.4128	0	0.769230769	3.90E-10	30	72	260	2	0	0	0	0.043357584	0	37.3	13.78351919
At_F0373	AT2G15640	3	1	16	1	0	14	1	0	7	0	6	0.5328	0.1796	0	0.234192037	8.10E-05	8	46	427	0	1	0	0	0.090193343	0	72.8	13.85603101
At_F0005	AT2G04920	3	3	0	0	0	1	0	0	1	0	0	0.7032	0.2436	1	0.265251989	4.50E-11	2	44	377	0	1	0	0	0.047040064	0	36.6	13.86032412
At_F0212	AT1G47765	4	0	0	0	1	2	0	0	0	0	2	0.6422	0.3028	0	0.259067358	6.40E-08	24	62	386	0	1	0	0	0.033406418	0	18.4	13.87668012
At_F0433	AT3G49150	4	0	1	0	2	8	0	0	4	0	4	0.5961	0.3597	0	0.427350427	5.10E-10	15	63	468	0	0	1	1	0.027501495	0	35.9	13.95587378
At_F0199	AT2G05970	3	1	1	0	0	0	0	0	0	0	0	0.5059	0.5731	0	0.264550265	5.60E-10	8	49	378	0	0	0	0	0.06157066	0	52	13.98994574
At_F0092	AT4G05490	3	3	0	0	1	10	2	7	0	0	1	0.5199	0.3259	0	0.649350649	5.80E-11	25	73	308	0	0	2	0	0.077322105	0	50.3	13.99997081
At_F0688	AT4G12820	3	2	0	0	1	12	1	6	3	0	2	0.6962	0.2183	1	0.225733634	0.0072	67	100	443	0	0	0	0	0.046780945	0	75.3	14.03071722
At_F0381	AT5G52610	4	0	0	0	0	5	1	0	1	0	3	0.7148	0.1685	1	0.284090909	3.20E-05	3	37	352	0	1	0	0	0.12662946	0	71.3	14.20534445
At_F0327	AT3G44810	3	2	0	0	2	4	0	0	2	0	2	0.7048	0.1345	1	0.222717149	3.70E-11	7	54	449	0	0	1	0	0.025817221	0	13.4	14.28836776
At_F0149	AT1G32420	3	2	0	0	0	2	0	0	1	0	1	0.67	0.2595	1	0.660066007	6.20E-11	36	76	303	0	1	0	0	0.046576639	0	47.9	14.29446377
At_F0551	AT1G69090	3	3	0	0	0	2	0	0	2	0	0	0.5371	0.464	0	0.248756219	5.00E-05	28	60	402	0	0	0	0	0.02794997	0	41.6	14.33945679
At_F0476	AT2G16300	3	1	54	1	1	4	0	2	2	0	0	0.6585	0.0772	1	0	4.10E-06	3	39	323	0	0	0	0	0.049980068	0	42.1	14.34657127
At_F0201	AT3G59610	3	4	1	0	1	20	0	0	8	3	9	0.5943	0.3304	0	0.383141762	7.40E-11	7	49	522	0	1	0	0	0.153672513	0	127.4	14.36160171
At_F0683	AT3G22345	3	1	16	1	0	4	1	0	2	0	1	0.682	0.2606	1	0.597014925	0.082	20	52	335	1	0	0	0	0.027247359	0	36.8	14.41129532
At_F0501	AT1G12190	3	1	0	0	0	3	0	0	0	0	3	0.5629	0.2814	0	0.531914894	9.90E-07	7	48	376	0	1	0	0	0.141583616	0	105.3	14.48403075
At_F0624	AT5G52620	4	0	0	0	0	11	1	0	2	0	8	0.7993	0.1954	1	0.531914894	0.065	11	46	376	0	1	0	0	0.209049233	0	392.5	14.53263072
At_F0014	AT1G51320	3	3	0	0	0	11	0	0	11	0	0	0.4602	0.5629	0	0.265957447	2.80E-11	5	46	376	0	1	0	0	0.113623679	0	125.8	14.62950524
At_F0083	AT4G10190	3	1	0	0	0	4	0	0	4	0	0	0.605	0.2769	0	0.27173913	3.60E-09	6	45	368	0	1	0	0	0.074666135	0	53	14.72388155
At_F0369	AT1G56400	3	1	0	0	2	4	0	0	3	0	1	0.4601	0.1857	0	0.416666667	7.50E-05	14	53	480	0	0	0	1	0.091513853	0	81.1	14.7343238
At_F0124	AT4G10740	3	1	0	0	0	6	1	0	5	0	0	0.6411	0.1541	1	0.23364486	2.40E-08	4	49	428	0	1	0	0	0.077182579	0	139.7	14.76519569
At_F0151	AT3G24580	3	1	0	0	0	8	3	0	1	0	4	0.4333	0.2195	0	0.263852243	8.10E-09	3	48	379	0	1	0	0	0.111789914	0	183.6	14.87394396
At_F0099	AT5G02980	3	1	0	0	0	10	3	0	4	0	3	0.6142	0.2252	0	0.595238095	6.20E-08	13	58	336	2	0	0	0	0.079778752	0	113.7	14.91009797
At_F0246	AT3G18150	4	0	0	0	2	6	1	0	3	0	2	0.656	0.2931	0	0.219298246	4.90E-06	33	73	456	0	0	1	0	0.047777556	0	43	14.92085997
At_F0530	AT5G25300	3	1	0	0	6	14	0	2	8	4	0	0.5651	0.3164	0	0.209205021	4.30E-05	409	442	478	0	0	0	0	0.02390871	0	18.5	14.93993751
At_F0229	AT1G31090	4	0	0	0	1	6	0	0	2	1	3	0.9432	0.2101	1	0.320512821	3.80E-09	8	51	312	0	1	0	0	0.077974885	0	48.5	14.9614712
At_F0382	AT3G49040	4	0	0	0	2	2	1	0	1	0	0	0.5654	0.3331	0	0.320512821	6.40E-13	16	63	312	0	0	1	0	0.073136336	0	49.6	14.97142592
At_F0148	AT5G53840	3	4	0	1	2	4	1	0	0	0	3	0.6924	0.3032	1	0.674157303	6.50E-08	20	55	445	0	0	1	1	0.132733705	0	105.5	14.97215006
At_F0576	AT5G41630	4	0	0	0	2	11	0	0	7	0	4	0.5617	0.3583	0	0.657894737	8.90E-08	12	59	456	0	0	1	0	0.025583018	0	16.6	14.98301275
At_F0193	AT5G28180	3	1	0	0	1	6	0	0	3	0	3	0.5261	0.1464	0	0.283286119	4.80E-07	36	73	353	1	0	0	0	0.030870042	0	17	14.99170486
At_F0463	AT4G21240	3	2	0	0	0	7	2	0	1	0	4	0.7278	0.2153	1	0.23923445	6.80E-11	34	76	418	0	1	0	0	0.025363763	0	23.5	15.02221421
At_F0019	AT5G36200	3	1	0	0	1	16	1	0	9	5	1	0.5621	0.3993	0	0.423728814	6.20E-10	3	46	472	0	1	0	0	0.041070361	0	33.8	15.10656492
At_F0487	AT3G17265	4	0	0	0	1	8	0	0	6	0	2	0.8642	0.1448	1	0.578034682	8.10E-05	4	40	346	0	1	0	0	0.038030696	0	27.5	15.11902753
At_F0488	AT1G61060	4	0	1	0	1	3	0	0	2	0	1	0.6442	0.3036	0	0.373134328	4.70E-08	15	56	268	0	1	0	0	0.053099462	0	36.1	15.14521717
At_F0606	AT1G61330	4	0	0	0	2	6	0	0	4	1	1	0.4425	0.2691	0	0.223214286	0.0013	12	47	448	0	0	0	1	0.247463624	0	146.4	15.17782527
At_F0618	AT5G02990	4	0	0	0	0	1	0	0	1	0	0	0.6417	0.1482	0	0.625	4.20E-05	15	59	160	1	0	0	0	0.021910504	0	19.2	15.18071664
At_F0237	AT1G60400	3	2	0	1	2	9	0	0	2	1	6	0.8026	0.2177	1	0.247524752	9.60E-12	13	56	404	0	0	1	0	0.061894559	0	41.3	15.27484244
